trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country
#scenedaunmatrimonio,http://twitter.com/search?q=%23scenedaunmatrimonio,%23scenedaunmatrimonio,,2021-10-02 13:06:44.759519,Italy
#FanPage,http://twitter.com/search?q=%23FanPage,%23FanPage,,2021-10-02 13:06:44.759519,Italy
jungkook,http://twitter.com/search?q=jungkook,jungkook,1247526.0,2021-10-02 13:06:44.759519,Italy
Soleil,http://twitter.com/search?q=Soleil,Soleil,49292.0,2021-10-02 13:06:44.759519,Italy
Carofiglio,http://twitter.com/search?q=Carofiglio,Carofiglio,,2021-10-02 13:06:44.759519,Italy
Capalbio,http://twitter.com/search?q=Capalbio,Capalbio,,2021-10-02 13:06:44.759519,Italy
Alfonso,http://twitter.com/search?q=Alfonso,Alfonso,16081.0,2021-10-02 13:06:44.759519,Italy
Ainett,http://twitter.com/search?q=Ainett,Ainett,,2021-10-02 13:06:44.759519,Italy
Mingi,http://twitter.com/search?q=Mingi,Mingi,35799.0,2021-10-02 13:06:44.759519,Italy
Kang Daniel,http://twitter.com/search?q=%22Kang+Daniel%22,%22Kang+Daniel%22,18874.0,2021-10-02 13:06:44.759519,Italy
Halloween,http://twitter.com/search?q=Halloween,Halloween,521624.0,2021-10-02 13:06:44.759519,Italy
ARTIST OF THE YEAR,http://twitter.com/search?q=%22ARTIST+OF+THE+YEAR%22,%22ARTIST+OF+THE+YEAR%22,542419.0,2021-10-02 13:06:44.759519,Italy
Morisi,http://twitter.com/search?q=Morisi,Morisi,,2021-10-02 13:06:44.759519,Italy
Samy,http://twitter.com/search?q=Samy,Samy,12494.0,2021-10-02 13:06:44.759519,Italy
Kaio,http://twitter.com/search?q=Kaio,Kaio,,2021-10-02 13:06:44.759519,Italy
Riace,http://twitter.com/search?q=Riace,Riace,,2021-10-02 13:06:44.759519,Italy
Ridge,http://twitter.com/search?q=Ridge,Ridge,,2021-10-02 13:06:44.759519,Italy
Nardò,http://twitter.com/search?q=Nard%C3%B2,Nard%C3%B2,,2021-10-02 13:06:44.759519,Italy
Seonghwa,http://twitter.com/search?q=Seonghwa,Seonghwa,51271.0,2021-10-02 13:06:44.759519,Italy
Piazza del Popolo,http://twitter.com/search?q=%22Piazza+del+Popolo%22,%22Piazza+del+Popolo%22,,2021-10-02 13:06:44.759519,Italy
Signorini,http://twitter.com/search?q=Signorini,Signorini,,2021-10-02 13:06:44.759519,Italy
biagio izzo,http://twitter.com/search?q=%22biagio+izzo%22,%22biagio+izzo%22,,2021-10-02 13:06:44.759519,Italy
Brooke,http://twitter.com/search?q=Brooke,Brooke,,2021-10-02 13:06:44.759519,Italy
Angeli Custodi,http://twitter.com/search?q=%22Angeli+Custodi%22,%22Angeli+Custodi%22,,2021-10-02 13:06:44.759519,Italy
SEVENTEEN,http://twitter.com/search?q=SEVENTEEN,SEVENTEEN,607277.0,2021-10-02 13:06:44.759519,Italy
Bella Ciao,http://twitter.com/search?q=%22Bella+Ciao%22,%22Bella+Ciao%22,,2021-10-02 13:06:44.759519,Italy
L'oscura,http://twitter.com/search?q=L%27oscura,L%27oscura,,2021-10-02 13:06:44.759519,Italy
Nicola,http://twitter.com/search?q=Nicola,Nicola,19506.0,2021-10-02 13:06:44.759519,Italy
Deja Vu,http://twitter.com/search?q=%22Deja+Vu%22,%22Deja+Vu%22,43938.0,2021-10-02 13:06:44.759519,Italy
Merck,http://twitter.com/search?q=Merck,Merck,100559.0,2021-10-02 13:06:44.759519,Italy
Katie,http://twitter.com/search?q=Katie,Katie,19784.0,2021-10-02 13:06:44.759519,Italy
Piero,http://twitter.com/search?q=Piero,Piero,,2021-10-02 13:06:44.759519,Italy
Trieste,http://twitter.com/search?q=Trieste,Trieste,23394.0,2021-10-02 13:06:44.759519,Italy
hoseok,http://twitter.com/search?q=hoseok,hoseok,189468.0,2021-10-02 13:06:44.759519,Italy
Locri,http://twitter.com/search?q=Locri,Locri,,2021-10-02 13:06:44.759519,Italy
Squid Game,http://twitter.com/search?q=%22Squid+Game%22,%22Squid+Game%22,484849.0,2021-10-02 13:06:44.759519,Italy
Salmo,http://twitter.com/search?q=Salmo,Salmo,,2021-10-02 13:06:44.759519,Italy
Led Zeppelin,http://twitter.com/search?q=%22Led+Zeppelin%22,%22Led+Zeppelin%22,,2021-10-02 13:06:44.759519,Italy
Alex,http://twitter.com/search?q=Alex,Alex,241063.0,2021-10-02 13:06:44.759519,Italy
Almirante,http://twitter.com/search?q=Almirante,Almirante,,2021-10-02 13:06:44.759519,Italy
Tammy,http://twitter.com/search?q=Tammy,Tammy,,2021-10-02 13:06:44.759519,Italy
Verdone,http://twitter.com/search?q=Verdone,Verdone,,2021-10-02 13:06:44.759519,Italy
Cirinnà,http://twitter.com/search?q=Cirinn%C3%A0,Cirinn%C3%A0,,2021-10-02 13:06:44.759519,Italy
Real Time,http://twitter.com/search?q=%22Real+Time%22,%22Real+Time%22,49468.0,2021-10-02 13:06:44.759519,Italy
Itzy,http://twitter.com/search?q=Itzy,Itzy,202123.0,2021-10-02 13:06:44.759519,Italy
Enhypen,http://twitter.com/search?q=Enhypen,Enhypen,1515127.0,2021-10-02 13:06:44.759519,Italy
Demi Lovato,http://twitter.com/search?q=%22Demi+Lovato%22,%22Demi+Lovato%22,,2021-10-02 13:06:44.759519,Italy
Саакашвили,http://twitter.com/search?q=%D0%A1%D0%B0%D0%B0%D0%BA%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,%D0%A1%D0%B0%D0%B0%D0%BA%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,12998.0,2021-10-02 13:06:44.759519,Ukraine
Грузии,http://twitter.com/search?q=%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%B8,%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%B8,,2021-10-02 13:06:44.759519,Ukraine
#inktober2021,http://twitter.com/search?q=%23inktober2021,%23inktober2021,48751.0,2021-10-02 13:06:44.759519,Ukraine
#Rihanna,http://twitter.com/search?q=%23Rihanna,%23Rihanna,,2021-10-02 13:06:44.759519,Ukraine
#BTSat2021TMA,http://twitter.com/search?q=%23BTSat2021TMA,%23BTSat2021TMA,807088.0,2021-10-02 13:06:44.759519,Ukraine
#theSimsУкраїнською,http://twitter.com/search?q=%23theSims%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%8E,%23theSims%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%8E,,2021-10-02 13:06:44.759519,Ukraine
#ellendegeneres,http://twitter.com/search?q=%23ellendegeneres,%23ellendegeneres,,2021-10-02 13:06:44.759519,Ukraine
jungkook,http://twitter.com/search?q=jungkook,jungkook,1215959.0,2021-10-02 13:06:44.759519,Ukraine
Михо,http://twitter.com/search?q=%D0%9C%D0%B8%D1%85%D0%BE,%D0%9C%D0%B8%D1%85%D0%BE,,2021-10-02 13:06:44.759519,Ukraine
Greek,http://twitter.com/search?q=Greek,Greek,28300.0,2021-10-02 13:06:44.759519,Ukraine
Трускавце,http://twitter.com/search?q=%D0%A2%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B2%D1%86%D0%B5,%D0%A2%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B2%D1%86%D0%B5,,2021-10-02 13:06:44.759519,Ukraine
Halloween,http://twitter.com/search?q=Halloween,Halloween,521915.0,2021-10-02 13:06:44.759519,Ukraine
Adele,http://twitter.com/search?q=Adele,Adele,59715.0,2021-10-02 13:06:44.759519,Ukraine
Здоровья,http://twitter.com/search?q=%D0%97%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D1%8F,%D0%97%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D1%8F,,2021-10-02 13:06:44.759519,Ukraine
Чонгука,http://twitter.com/search?q=%D0%A7%D0%BE%D0%BD%D0%B3%D1%83%D0%BA%D0%B0,%D0%A7%D0%BE%D0%BD%D0%B3%D1%83%D0%BA%D0%B0,,2021-10-02 13:06:44.759519,Ukraine
Беларусь,http://twitter.com/search?q=%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D1%8C,%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D1%8C,,2021-10-02 13:06:44.759519,Ukraine
Трускавец,http://twitter.com/search?q=%D0%A2%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B2%D0%B5%D1%86,%D0%A2%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B2%D0%B5%D1%86,,2021-10-02 13:06:44.759519,Ukraine
Amazon,http://twitter.com/search?q=Amazon,Amazon,748515.0,2021-10-02 13:06:44.759519,Ukraine
Приятного,http://twitter.com/search?q=%D0%9F%D1%80%D0%B8%D1%8F%D1%82%D0%BD%D0%BE%D0%B3%D0%BE,%D0%9F%D1%80%D0%B8%D1%8F%D1%82%D0%BD%D0%BE%D0%B3%D0%BE,,2021-10-02 13:06:44.759519,Ukraine
разумкова,http://twitter.com/search?q=%D1%80%D0%B0%D0%B7%D1%83%D0%BC%D0%BA%D0%BE%D0%B2%D0%B0,%D1%80%D0%B0%D0%B7%D1%83%D0%BC%D0%BA%D0%BE%D0%B2%D0%B0,,2021-10-02 13:06:44.759519,Ukraine
German,http://twitter.com/search?q=German,German,46639.0,2021-10-02 13:06:44.759519,Ukraine
Посмотри,http://twitter.com/search?q=%D0%9F%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B8,%D0%9F%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B8,,2021-10-02 13:06:44.759519,Ukraine
Отлично,http://twitter.com/search?q=%D0%9E%D1%82%D0%BB%D0%B8%D1%87%D0%BD%D0%BE,%D0%9E%D1%82%D0%BB%D0%B8%D1%87%D0%BD%D0%BE,,2021-10-02 13:06:44.759519,Ukraine
Великобритании,http://twitter.com/search?q=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B8,%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B8,,2021-10-02 13:06:44.759519,Ukraine
Попробуй,http://twitter.com/search?q=%D0%9F%D0%BE%D0%BF%D1%80%D0%BE%D0%B1%D1%83%D0%B9,%D0%9F%D0%BE%D0%BF%D1%80%D0%BE%D0%B1%D1%83%D0%B9,,2021-10-02 13:06:44.759519,Ukraine
Buhari,http://twitter.com/search?q=Buhari,Buhari,30806.0,2021-10-02 13:06:44.759519,Ukraine
Понятно,http://twitter.com/search?q=%D0%9F%D0%BE%D0%BD%D1%8F%D1%82%D0%BD%D0%BE,%D0%9F%D0%BE%D0%BD%D1%8F%D1%82%D0%BD%D0%BE,,2021-10-02 13:06:44.759519,Ukraine
Ху Тао,http://twitter.com/search?q=%22%D0%A5%D1%83+%D0%A2%D0%B0%D0%BE%22,%22%D0%A5%D1%83+%D0%A2%D0%B0%D0%BE%22,,2021-10-02 13:06:44.759519,Ukraine
bella hadid,http://twitter.com/search?q=%22bella+hadid%22,%22bella+hadid%22,,2021-10-02 13:06:44.759519,Ukraine
Красота,http://twitter.com/search?q=%D0%9A%D1%80%D0%B0%D1%81%D0%BE%D1%82%D0%B0,%D0%9A%D1%80%D0%B0%D1%81%D0%BE%D1%82%D0%B0,,2021-10-02 13:06:44.759519,Ukraine
Thomas,http://twitter.com/search?q=Thomas,Thomas,85042.0,2021-10-02 13:06:44.759519,Ukraine
В России,http://twitter.com/search?q=%22%D0%92+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8%22,%22%D0%92+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8%22,16027.0,2021-10-02 13:06:44.759519,Ukraine
Харькове,http://twitter.com/search?q=%D0%A5%D0%B0%D1%80%D1%8C%D0%BA%D0%BE%D0%B2%D0%B5,%D0%A5%D0%B0%D1%80%D1%8C%D0%BA%D0%BE%D0%B2%D0%B5,,2021-10-02 13:06:44.759519,Ukraine
Украину,http://twitter.com/search?q=%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%83,%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%83,,2021-10-02 13:06:44.759519,Ukraine
ДОБРОЕ УТРО,http://twitter.com/search?q=%22%D0%94%D0%9E%D0%91%D0%A0%D0%9E%D0%95+%D0%A3%D0%A2%D0%A0%D0%9E%22,%22%D0%94%D0%9E%D0%91%D0%A0%D0%9E%D0%95+%D0%A3%D0%A2%D0%A0%D0%9E%22,,2021-10-02 13:06:44.759519,Ukraine
Надеюсь,http://twitter.com/search?q=%D0%9D%D0%B0%D0%B4%D0%B5%D1%8E%D1%81%D1%8C,%D0%9D%D0%B0%D0%B4%D0%B5%D1%8E%D1%81%D1%8C,10674.0,2021-10-02 13:06:44.759519,Ukraine
Spotify,http://twitter.com/search?q=Spotify,Spotify,753280.0,2021-10-02 13:06:44.759519,Ukraine
Красивая,http://twitter.com/search?q=%D0%9A%D1%80%D0%B0%D1%81%D0%B8%D0%B2%D0%B0%D1%8F,%D0%9A%D1%80%D0%B0%D1%81%D0%B8%D0%B2%D0%B0%D1%8F,,2021-10-02 13:06:44.759519,Ukraine
NFTs,http://twitter.com/search?q=NFTs,NFTs,423962.0,2021-10-02 13:06:44.759519,Ukraine
Лукашенко,http://twitter.com/search?q=%D0%9B%D1%83%D0%BA%D0%B0%D1%88%D0%B5%D0%BD%D0%BA%D0%BE,%D0%9B%D1%83%D0%BA%D0%B0%D1%88%D0%B5%D0%BD%D0%BA%D0%BE,,2021-10-02 13:06:44.759519,Ukraine
Turkey,http://twitter.com/search?q=Turkey,Turkey,64071.0,2021-10-02 13:06:44.759519,Ukraine
желаю,http://twitter.com/search?q=%D0%B6%D0%B5%D0%BB%D0%B0%D1%8E,%D0%B6%D0%B5%D0%BB%D0%B0%D1%8E,,2021-10-02 13:06:44.759519,Ukraine
Кокоми,http://twitter.com/search?q=%D0%9A%D0%BE%D0%BA%D0%BE%D0%BC%D0%B8,%D0%9A%D0%BE%D0%BA%D0%BE%D0%BC%D0%B8,,2021-10-02 13:06:44.759519,Ukraine
Apple,http://twitter.com/search?q=Apple,Apple,431392.0,2021-10-02 13:06:44.759519,Ukraine
To-do,http://twitter.com/search?q=To-do,To-do,,2021-10-02 13:06:44.759519,Ukraine
Скажи,http://twitter.com/search?q=%D0%A1%D0%BA%D0%B0%D0%B6%D0%B8,%D0%A1%D0%BA%D0%B0%D0%B6%D0%B8,,2021-10-02 13:06:44.759519,Ukraine
America,http://twitter.com/search?q=America,America,342558.0,2021-10-02 13:06:44.759519,Ukraine
в киеве,http://twitter.com/search?q=%22%D0%B2+%D0%BA%D0%B8%D0%B5%D0%B2%D0%B5%22,%22%D0%B2+%D0%BA%D0%B8%D0%B5%D0%B2%D0%B5%22,,2021-10-02 13:06:44.759519,Ukraine
Australia,http://twitter.com/search?q=Australia,Australia,169377.0,2021-10-02 13:06:44.759519,Ukraine
Часть 1,http://twitter.com/search?q=%22%D0%A7%D0%B0%D1%81%D1%82%D1%8C+1%22,%22%D0%A7%D0%B0%D1%81%D1%82%D1%8C+1%22,,2021-10-02 13:06:44.759519,Ukraine
#BTSat2021TMA,http://twitter.com/search?q=%23BTSat2021TMA,%23BTSat2021TMA,807088.0,2021-10-02 13:06:44.759519,Mexico
#ASTRO_TMA2021,http://twitter.com/search?q=%23ASTRO_TMA2021,%23ASTRO_TMA2021,61630.0,2021-10-02 13:06:44.759519,Mexico
jungkook,http://twitter.com/search?q=jungkook,jungkook,1247526.0,2021-10-02 13:06:44.759519,Mexico
#아스트로,http://twitter.com/search?q=%23%EC%95%84%EC%8A%A4%ED%8A%B8%EB%A1%9C,%23%EC%95%84%EC%8A%A4%ED%8A%B8%EB%A1%9C,108877.0,2021-10-02 13:06:44.759519,Mexico
#SuperJuniorChoiceArtist,http://twitter.com/search?q=%23SuperJuniorChoiceArtist,%23SuperJuniorChoiceArtist,75238.0,2021-10-02 13:06:44.759519,Mexico
#FelizSábado,http://twitter.com/search?q=%23FelizS%C3%A1bado,%23FelizS%C3%A1bado,,2021-10-02 13:06:44.759519,Mexico
Rocky,http://twitter.com/search?q=Rocky,Rocky,54071.0,2021-10-02 13:06:44.759519,Mexico
SEVENTEEN ON TMA,http://twitter.com/search?q=%22SEVENTEEN+ON+TMA%22,%22SEVENTEEN+ON+TMA%22,126659.0,2021-10-02 13:06:44.759519,Mexico
eunwoo,http://twitter.com/search?q=eunwoo,eunwoo,27511.0,2021-10-02 13:06:44.759519,Mexico
Maruchan,http://twitter.com/search?q=Maruchan,Maruchan,20420.0,2021-10-02 13:06:44.759519,Mexico
Tlatelolco,http://twitter.com/search?q=Tlatelolco,Tlatelolco,,2021-10-02 13:06:44.759519,Mexico
Heechul,http://twitter.com/search?q=Heechul,Heechul,29513.0,2021-10-02 13:06:44.759519,Mexico
Jinjin,http://twitter.com/search?q=Jinjin,Jinjin,27445.0,2021-10-02 13:06:44.759519,Mexico
Profeco,http://twitter.com/search?q=Profeco,Profeco,10953.0,2021-10-02 13:06:44.759519,Mexico
Lee Know,http://twitter.com/search?q=%22Lee+Know%22,%22Lee+Know%22,76113.0,2021-10-02 13:06:44.759519,Mexico
Tuca,http://twitter.com/search?q=Tuca,Tuca,,2021-10-02 13:06:44.759519,Mexico
García Luna,http://twitter.com/search?q=%22Garc%C3%ADa+Luna%22,%22Garc%C3%ADa+Luna%22,17866.0,2021-10-02 13:06:44.759519,Mexico
#2DeOctubreNoSeOlvida,http://twitter.com/search?q=%232DeOctubreNoSeOlvida,%232DeOctubreNoSeOlvida,,2021-10-02 13:06:44.759519,Mexico
#SEVENTEEN_TMAwards,http://twitter.com/search?q=%23SEVENTEEN_TMAwards,%23SEVENTEEN_TMAwards,114130.0,2021-10-02 13:06:44.759519,Mexico
#ATEEZxTMA,http://twitter.com/search?q=%23ATEEZxTMA,%23ATEEZxTMA,70033.0,2021-10-02 13:06:44.759519,Mexico
#엔하이픈,http://twitter.com/search?q=%23%EC%97%94%ED%95%98%EC%9D%B4%ED%94%88,%23%EC%97%94%ED%95%98%EC%9D%B4%ED%94%88,268551.0,2021-10-02 13:06:44.759519,Mexico
#김현중_PrismTime_INDIGO,http://twitter.com/search?q=%23%EA%B9%80%ED%98%84%EC%A4%91_PrismTime_INDIGO,%23%EA%B9%80%ED%98%84%EC%A4%91_PrismTime_INDIGO,,2021-10-02 13:06:44.759519,Mexico
#슈퍼주니어,http://twitter.com/search?q=%23%EC%8A%88%ED%8D%BC%EC%A3%BC%EB%8B%88%EC%96%B4,%23%EC%8A%88%ED%8D%BC%EC%A3%BC%EB%8B%88%EC%96%B4,43886.0,2021-10-02 13:06:44.759519,Mexico
#SKZTMA_2021,http://twitter.com/search?q=%23SKZTMA_2021,%23SKZTMA_2021,,2021-10-02 13:06:44.759519,Mexico
#TheFactMusicAwards2021,http://twitter.com/search?q=%23TheFactMusicAwards2021,%23TheFactMusicAwards2021,30559.0,2021-10-02 13:06:44.759519,Mexico
#스트레이키즈,http://twitter.com/search?q=%23%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%ED%82%A4%EC%A6%88,%23%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%ED%82%A4%EC%A6%88,105142.0,2021-10-02 13:06:44.759519,Mexico
#KimHyunJoong,http://twitter.com/search?q=%23KimHyunJoong,%23KimHyunJoong,,2021-10-02 13:06:44.759519,Mexico
#에이티즈,http://twitter.com/search?q=%23%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88,%23%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88,252261.0,2021-10-02 13:06:44.759519,Mexico
#Borolas,http://twitter.com/search?q=%23Borolas,%23Borolas,,2021-10-02 13:06:44.759519,Mexico
#MUNEVE,http://twitter.com/search?q=%23MUNEVE,%23MUNEVE,69061.0,2021-10-02 13:06:44.759519,United States
Martial,http://twitter.com/search?q=Martial,Martial,69522.0,2021-10-02 13:06:44.759519,United States
Townsend,http://twitter.com/search?q=Townsend,Townsend,21059.0,2021-10-02 13:06:44.759519,United States
Everton,http://twitter.com/search?q=Everton,Everton,78721.0,2021-10-02 13:06:44.759519,United States
jungkook,http://twitter.com/search?q=jungkook,jungkook,1215959.0,2021-10-02 13:06:44.759519,United States
#SaturdayMorning,http://twitter.com/search?q=%23SaturdayMorning,%23SaturdayMorning,14340.0,2021-10-02 13:06:44.759519,United States
#MUFC,http://twitter.com/search?q=%23MUFC,%23MUFC,92517.0,2021-10-02 13:06:44.759519,United States
Sancho,http://twitter.com/search?q=Sancho,Sancho,24126.0,2021-10-02 13:06:44.759519,United States
#SaturdayThoughts,http://twitter.com/search?q=%23SaturdayThoughts,%23SaturdayThoughts,21736.0,2021-10-02 13:06:44.759519,United States
#BTSat2021TMA,http://twitter.com/search?q=%23BTSat2021TMA,%23BTSat2021TMA,812111.0,2021-10-02 13:06:44.759519,United States
Pogba,http://twitter.com/search?q=Pogba,Pogba,17764.0,2021-10-02 13:06:44.759519,United States
Doucoure,http://twitter.com/search?q=Doucoure,Doucoure,,2021-10-02 13:06:44.759519,United States
ARTIST OF THE YEAR,http://twitter.com/search?q=%22ARTIST+OF+THE+YEAR%22,%22ARTIST+OF+THE+YEAR%22,542419.0,2021-10-02 13:06:44.759519,United States
Good Saturday,http://twitter.com/search?q=%22Good+Saturday%22,%22Good+Saturday%22,20160.0,2021-10-02 13:06:44.759519,United States
Cavani,http://twitter.com/search?q=Cavani,Cavani,19969.0,2021-10-02 13:06:44.759519,United States
Zenith,http://twitter.com/search?q=Zenith,Zenith,,2021-10-02 13:06:44.759519,United States
Pickford,http://twitter.com/search?q=Pickford,Pickford,,2021-10-02 13:06:44.759519,United States
Lindelof,http://twitter.com/search?q=Lindelof,Lindelof,,2021-10-02 13:06:44.759519,United States
McTominay,http://twitter.com/search?q=McTominay,McTominay,,2021-10-02 13:06:44.759519,United States
Gray,http://twitter.com/search?q=Gray,Gray,52308.0,2021-10-02 13:06:44.759519,United States
Bill Maher,http://twitter.com/search?q=%22Bill+Maher%22,%22Bill+Maher%22,,2021-10-02 13:06:44.759519,United States
Old Trafford,http://twitter.com/search?q=%22Old+Trafford%22,%22Old+Trafford%22,20316.0,2021-10-02 13:06:44.759519,United States
McFred,http://twitter.com/search?q=McFred,McFred,,2021-10-02 13:06:44.759519,United States
Wan Bissaka,http://twitter.com/search?q=%22Wan+Bissaka%22,%22Wan+Bissaka%22,,2021-10-02 13:06:44.759519,United States
Rondon,http://twitter.com/search?q=Rondon,Rondon,,2021-10-02 13:06:44.759519,United States
Fulham,http://twitter.com/search?q=Fulham,Fulham,,2021-10-02 13:06:44.759519,United States
Paradise City,http://twitter.com/search?q=%22Paradise+City%22,%22Paradise+City%22,12013.0,2021-10-02 13:06:44.759519,United States
SEVENTEEN ON TMA,http://twitter.com/search?q=%22SEVENTEEN+ON+TMA%22,%22SEVENTEEN+ON+TMA%22,126659.0,2021-10-02 13:06:44.759519,United States
Super Junior,http://twitter.com/search?q=%22Super+Junior%22,%22Super+Junior%22,94948.0,2021-10-02 13:06:44.759519,United States
IT'S GAMEDAY,http://twitter.com/search?q=%22IT%27S+GAMEDAY%22,%22IT%27S+GAMEDAY%22,,2021-10-02 13:06:44.759519,United States
Jinjin,http://twitter.com/search?q=Jinjin,Jinjin,27590.0,2021-10-02 13:06:44.759519,United States
ITS REAL,http://twitter.com/search?q=%22ITS+REAL%22,%22ITS+REAL%22,22928.0,2021-10-02 13:06:44.759519,United States
Athens,http://twitter.com/search?q=Athens,Athens,,2021-10-02 13:06:44.759519,United States
Laporta,http://twitter.com/search?q=Laporta,Laporta,23311.0,2021-10-02 13:06:44.759519,United States
RACE DAY,http://twitter.com/search?q=%22RACE+DAY%22,%22RACE+DAY%22,,2021-10-02 13:06:44.759519,United States
Kang Daniel,http://twitter.com/search?q=%22Kang+Daniel%22,%22Kang+Daniel%22,18874.0,2021-10-02 13:06:44.759519,United States
Fernandes,http://twitter.com/search?q=Fernandes,Fernandes,19575.0,2021-10-02 13:06:44.759519,United States
Caturday,http://twitter.com/search?q=Caturday,Caturday,14169.0,2021-10-02 13:06:44.759519,United States
minghao,http://twitter.com/search?q=minghao,minghao,48170.0,2021-10-02 13:06:44.759519,United States
Luke Shaw,http://twitter.com/search?q=%22Luke+Shaw%22,%22Luke+Shaw%22,,2021-10-02 13:06:44.759519,United States
moonbin,http://twitter.com/search?q=moonbin,moonbin,17655.0,2021-10-02 13:06:44.759519,United States
Heechul,http://twitter.com/search?q=Heechul,Heechul,29436.0,2021-10-02 13:06:44.759519,United States
Mahatma Gandhi,http://twitter.com/search?q=%22Mahatma+Gandhi%22,%22Mahatma+Gandhi%22,91284.0,2021-10-02 13:06:44.759519,United States
Donghae,http://twitter.com/search?q=Donghae,Donghae,41358.0,2021-10-02 13:06:44.759519,United States
MEET DAY,http://twitter.com/search?q=%22MEET+DAY%22,%22MEET+DAY%22,23609.0,2021-10-02 13:06:44.759519,United States
Southampton,http://twitter.com/search?q=Southampton,Southampton,15488.0,2021-10-02 13:06:44.759519,United States
Slept,http://twitter.com/search?q=Slept,Slept,27152.0,2021-10-02 13:06:44.759519,United States
eunwoo,http://twitter.com/search?q=eunwoo,eunwoo,27511.0,2021-10-02 13:06:44.759519,United States
the boyz,http://twitter.com/search?q=%22the+boyz%22,%22the+boyz%22,166692.0,2021-10-02 13:06:44.759519,United States
Halle,http://twitter.com/search?q=Halle,Halle,29884.0,2021-10-02 13:06:44.759519,United States
